Education,JoiningYear,City,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Masters,2017,New Delhi,34,Female,No,2,0,78363.59
Bachelors,2013,Bangalore,31,Male,No,2,1,83595.89
Bachelors,2013,Bangalore,38,Male,No,5,0,91749.09
Bachelors,2017,Bangalore,36,Male,No,3,0,86338.74
Bachelors,2012,Bangalore,40,Male,No,1,0,105397.71
Bachelors,2017,Bangalore,41,Male,No,5,1,74188.22
Bachelors,2015,Bangalore,31,Female,No,4,0,68554.6
Bachelors,2017,New Delhi,41,Male,No,2,0,90122.92
Bachelors,2015,New Delhi,31,Female,No,3,0,74547.57
Bachelors,2017,Pune,31,Female,No,0,1,77579.82
Bachelors,2017,New Delhi,37,Male,No,0,0,53342.19
Bachelors,2012,Pune,39,Male,No,0,0,70976.94
Bachelors,2014,Bangalore,38,Male,No,3,0,81159.33
Bachelors,2013,Pune,40,Female,No,2,1,90940.67
Bachelors,2013,Pune,36,Male,No,1,0,77831.53
Bachelors,2016,Bangalore,41,Male,No,3,0,73262.35
Bachelors,2018,Bangalore,32,Female,No,2,1,103750.05
Masters,2018,Bangalore,40,Female,No,3,1,83707.62
Bachelors,2012,Bangalore,39,Female,No,2,0,80812.15
Bachelors,2014,New Delhi,33,Male,No,3,0,84784.29
Bachelors,2012,Bangalore,32,Male,No,4,0,76091.18
Bachelors,2018,Bangalore,41,Male,No,5,1,96095.93
Bachelors,2016,Bangalore,36,Male,No,2,0,48065.05
Bachelors,2016,Bangalore,31,Male,No,0,0,93066.89
Bachelors,2014,Bangalore,37,Male,No,4,0,71072.42
Bachelors,2014,Bangalore,33,Male,No,5,1,83739.21
Masters,2018,Pune,31,Male,No,2,1,72992.73
Bachelors,2017,New Delhi,35,Female,No,5,0,102698.77
Bachelors,2015,Pune,32,Female,No,5,1,30034.59
Masters,2017,New Delhi,41,Female,No,2,0,57697.1
Masters,2017,New Delhi,36,Female,No,1,0,53731.75
Masters,2017,Pune,35,Male,No,1,0,59246.1
Masters,2017,New Delhi,35,Male,No,1,1,79321.83
Bachelors,2015,New Delhi,33,Male,No,1,0,83966.39
Bachelors,2014,Bangalore,38,Female,No,4,0,78220.23
Bachelors,2015,New Delhi,33,Female,No,3,1,62221.09
Masters,2018,New Delhi,31,Female,Yes,2,1,70391.77
PHD,2015,Bangalore,31,Male,No,3,0,83256.68
Bachelors,2013,Bangalore,37,Male,No,5,0,56893.26
Bachelors,2014,Bangalore,32,Male,No,1,0,65930.23
Bachelors,2017,Bangalore,33,Male,No,3,0,98603.21
Bachelors,2014,Bangalore,37,Male,No,5,0,80210.15
Bachelors,2012,Bangalore,32,Male,No,3,0,67719.68
Bachelors,2015,Pune,40,Female,Yes,2,1,90706.76
Bachelors,2014,Pune,40,Female,No,1,1,26373.23
Masters,2013,New Delhi,32,Male,No,2,1,53299.37
Masters,2017,Bangalore,39,Female,No,2,1,49979.54
PHD,2016,New Delhi,41,Male,No,1,0,95957.16
PHD,2014,New Delhi,32,Female,No,0,0,106555.94
Bachelors,2017,Bangalore,38,Male,No,0,1,75539.04
Masters,2017,New Delhi,31,Female,Yes,2,0,50111.13
Bachelors,2018,Bangalore,38,Male,Yes,3,1,88654.99
Bachelors,2016,Bangalore,32,Male,No,4,0,105505.44
Bachelors,2017,Pune,35,Female,No,5,1,41181.16
Bachelors,2013,Bangalore,34,Male,No,5,0,49295.49
Bachelors,2018,Bangalore,38,Male,Yes,1,1,87353.67
Bachelors,2014,Pune,36,Female,No,1,1,34480.26
Bachelors,2015,Bangalore,34,Female,Yes,2,0,80975.49
Masters,2015,New Delhi,39,Female,No,2,0,84431.24
Masters,2017,New Delhi,40,Female,No,0,0,32133.8
Bachelors,2016,Bangalore,38,Male,Yes,1,0,77978.13
Bachelors,2015,Pune,35,Male,No,3,0,65069.56
Bachelors,2014,Pune,31,Male,No,3,1,53719.07
Bachelors,2017,Pune,41,Male,No,2,0,79155.48
Bachelors,2017,Bangalore,35,Female,No,3,0,92224.2
Bachelors,2018,Bangalore,33,Male,No,5,1,98321.92
Bachelors,2017,New Delhi,33,Male,No,5,0,46364.92
Bachelors,2016,New Delhi,31,Female,Yes,4,0,89829.12
Masters,2013,New Delhi,35,Male,No,4,0,91550.88
Bachelors,2016,Bangalore,37,Female,No,1,0,35775.63
Bachelors,2015,Bangalore,31,Male,No,5,0,60146.82
Bachelors,2012,Bangalore,35,Male,No,1,1,50328.73
Bachelors,2014,Bangalore,32,Male,No,3,0,109457.08
Bachelors,2015,Bangalore,32,Female,No,0,0,70442.5
Bachelors,2017,Bangalore,40,Female,No,5,0,94848.39
Bachelors,2012,Bangalore,34,Male,No,5,0,85567.55
Bachelors,2014,Pune,37,Male,No,4,0,99095.82
PHD,2015,Bangalore,40,Male,No,3,0,79487.61
Masters,2017,New Delhi,34,Female,No,2,1,51184.15
Bachelors,2015,Pune,32,Female,No,3,1,52370.23
Bachelors,2013,Bangalore,33,Male,No,1,0,66360.27
Bachelors,2015,Bangalore,38,Male,No,3,1,87759.1
Masters,2017,New Delhi,41,Male,No,3,1,71416.89
Masters,2017,New Delhi,36,Female,No,0,0,29761.38
Bachelors,2016,Bangalore,33,Male,No,1,0,72286.48
Bachelors,2014,Pune,31,Male,No,5,0,57841.39
Bachelors,2013,Pune,34,Female,No,3,1,59151.03
Bachelors,2017,Bangalore,31,Male,No,1,0,82785.28
Bachelors,2016,New Delhi,36,Female,No,4,1,51912.95
Bachelors,2013,Bangalore,38,Male,No,5,0,86022.1
Bachelors,2015,Pune,39,Female,Yes,1,1,38082.38
Bachelors,2014,Pune,31,Male,No,3,0,73468.67
Bachelors,2015,New Delhi,40,Male,No,3,1,100825.14
Bachelors,2013,Bangalore,39,Male,No,0,0,81550.15
Bachelors,2015,Bangalore,32,Female,No,4,0,80500.63
Bachelors,2014,Bangalore,34,Male,No,1,0,59689.79
Masters,2015,New Delhi,38,Male,No,1,0,49498.47
Bachelors,2014,Bangalore,39,Male,No,2,0,35132.98
Bachelors,2014,Bangalore,39,Male,No,5,0,109597.84
Bachelors,2016,Bangalore,33,Male,No,1,0,74725.6
Bachelors,2018,Pune,34,Female,No,4,1,47752.52
Bachelors,2017,Pune,38,Male,Yes,1,0,78795.31
Masters,2017,New Delhi,33,Male,No,2,0,48827.23
Bachelors,2014,Bangalore,41,Male,No,5,0,119388.3
Masters,2017,Pune,39,Male,No,0,0,26849.07
Masters,2013,Pune,39,Male,No,2,0,69278.25
Bachelors,2014,Bangalore,41,Male,No,5,0,68315.98
Bachelors,2012,Bangalore,40,Male,No,4,0,87388.87
Bachelors,2014,Bangalore,36,Male,No,0,0,77758.47
Bachelors,2015,Bangalore,34,Male,No,0,0,83080.99
Bachelors,2013,Bangalore,32,Male,No,5,1,91812.16
Bachelors,2015,Bangalore,31,Male,No,4,0,89383.76
Bachelors,2012,Bangalore,36,Male,Yes,0,0,95892.44
Masters,2017,Pune,35,Male,No,1,1,26462.88
Bachelors,2017,Bangalore,32,Male,No,2,0,81606.57
Bachelors,2017,Pune,33,Male,Yes,5,0,70064.77
Bachelors,2016,Bangalore,34,Male,No,2,0,70690.17
Bachelors,2017,Bangalore,39,Male,No,3,0,93299.21
Bachelors,2018,Bangalore,38,Male,No,0,1,76979.33
Bachelors,2012,Pune,35,Female,No,1,1,51336.51
Bachelors,2015,Pune,40,Female,Yes,5,1,40910.97
Bachelors,2017,Pune,41,Male,No,3,0,76182.47
Bachelors,2016,Bangalore,33,Female,Yes,3,0,25458.05
Masters,2017,New Delhi,40,Male,No,0,0,30568.95
Bachelors,2018,Bangalore,33,Female,No,3,1,74559.22
Bachelors,2015,Bangalore,38,Male,No,1,1,75616.29
Masters,2017,Bangalore,32,Male,No,2,0,48986.46
Bachelors,2014,Pune,32,Male,Yes,2,0,74703.51
Bachelors,2015,New Delhi,32,Female,No,2,0,82235.08
Bachelors,2016,Pune,37,Female,No,2,1,49447.24
Bachelors,2015,Bangalore,40,Male,No,5,0,54905.7
Bachelors,2016,Bangalore,38,Male,No,1,0,86122.26
PHD,2018,New Delhi,33,Female,No,4,1,80670.28
Masters,2017,New Delhi,40,Male,No,4,0,56091.61
Masters,2017,New Delhi,35,Male,No,2,0,44223.62
Bachelors,2016,Bangalore,33,Male,No,3,0,91238.24
Bachelors,2017,Bangalore,37,Male,No,4,0,102476.09
Bachelors,2013,Bangalore,38,Male,No,0,0,50515.0
Bachelors,2018,Bangalore,32,Male,No,2,1,84306.29
Bachelors,2017,Bangalore,40,Female,No,2,0,83930.54
Bachelors,2015,New Delhi,33,Female,No,2,0,85795.64
Bachelors,2016,Bangalore,38,Male,No,2,1,48368.33
Bachelors,2013,Bangalore,34,Male,No,5,0,84429.36
Bachelors,2017,New Delhi,38,Female,No,4,0,100176.73
Bachelors,2018,Pune,31,Female,No,3,1,38479.43
Bachelors,2014,Pune,32,Female,No,4,0,89197.41
Bachelors,2013,Bangalore,35,Male,Yes,1,0,111923.35
Bachelors,2014,Bangalore,35,Male,No,0,1,65538.0
Bachelors,2012,Bangalore,33,Female,No,4,0,95972.67
Bachelors,2012,New Delhi,41,Female,No,0,0,64396.95
Bachelors,2015,Pune,31,Female,No,3,1,24248.17
Bachelors,2016,Bangalore,34,Male,No,3,0,85098.86
Masters,2017,New Delhi,40,Female,No,2,0,51007.19
Masters,2016,Bangalore,32,Male,No,1,1,83373.26
Bachelors,2012,Bangalore,36,Male,No,5,0,76413.62
Bachelors,2014,Pune,40,Female,No,3,1,44703.81
Bachelors,2012,Pune,31,Male,No,3,0,92922.8
Bachelors,2014,Bangalore,34,Female,No,5,0,29492.27
Masters,2013,New Delhi,41,Female,Yes,2,1,93053.71
Masters,2017,New Delhi,32,Male,No,2,0,42293.21
Bachelors,2016,Bangalore,41,Male,No,2,0,69238.59
Masters,2014,New Delhi,33,Male,No,3,0,107705.85
Bachelors,2013,Bangalore,33,Female,No,0,1,78886.18
Bachelors,2013,Pune,39,Female,No,2,0,85183.24
Masters,2018,Pune,40,Male,No,2,1,102504.72
Bachelors,2017,New Delhi,34,Male,No,3,0,69784.79
Bachelors,2016,Pune,41,Male,Yes,5,0,51052.9
Bachelors,2015,Pune,37,Male,No,5,1,81257.49
Masters,2017,Bangalore,32,Female,No,4,1,95264.44
Bachelors,2017,Bangalore,41,Male,No,3,0,80796.3
Bachelors,2018,Bangalore,34,Female,Yes,2,1,81705.03
Masters,2017,Bangalore,38,Male,No,5,1,87760.46
Bachelors,2017,Bangalore,40,Female,No,3,0,68945.84
Masters,2017,Pune,35,Male,No,2,0,79455.59
Bachelors,2015,Pune,31,Male,No,1,0,92567.59
Bachelors,2016,Pune,39,Male,No,4,0,87114.84
Bachelors,2018,Bangalore,39,Male,No,1,1,100252.57
Bachelors,2018,Bangalore,32,Male,No,3,1,85314.56
Bachelors,2015,Bangalore,38,Male,No,5,0,71521.39
Bachelors,2015,Bangalore,35,Male,No,3,0,77018.02
Bachelors,2013,Bangalore,38,Male,No,4,0,27324.14
Bachelors,2012,New Delhi,32,Male,No,1,1,71288.68
Bachelors,2014,Pune,37,Female,No,5,1,34513.22
Bachelors,2015,Pune,35,Male,No,0,0,76637.07
Bachelors,2017,Pune,41,Female,No,4,1,67404.03
Masters,2015,Bangalore,36,Male,No,0,0,56154.86
Bachelors,2017,Bangalore,35,Male,No,2,0,70650.93
Masters,2017,New Delhi,36,Male,No,2,1,52961.9
Masters,2017,Bangalore,34,Male,No,1,0,35063.9
Bachelors,2015,Bangalore,36,Male,No,3,0,68347.99
Bachelors,2017,Pune,33,Male,No,3,0,56133.41
Masters,2018,New Delhi,38,Male,No,2,1,70426.61
PHD,2013,New Delhi,35,Female,Yes,3,1,92851.47
Bachelors,2015,New Delhi,37,Female,No,3,1,55577.78
Bachelors,2017,Bangalore,31,Male,No,0,0,72670.16
Bachelors,2017,Pune,40,Female,No,2,1,59716.79
Bachelors,2015,Pune,32,Female,No,3,1,68236.41
Bachelors,2015,Bangalore,35,Male,Yes,2,0,94189.41
Bachelors,2012,Bangalore,38,Male,Yes,0,0,80912.15
Bachelors,2015,Pune,36,Female,No,0,1,42042.98
Masters,2015,Pune,36,Male,No,3,0,73658.33
Masters,2014,New Delhi,32,Female,No,5,0,59335.44
Bachelors,2018,Pune,37,Female,No,0,1,49340.3
Bachelors,2018,Pune,35,Female,No,0,1,71819.02
Bachelors,2015,Pune,36,Female,No,4,1,25835.87
Bachelors,2015,New Delhi,34,Female,No,5,1,37110.56
Masters,2017,New Delhi,35,Female,No,0,0,40503.73
Masters,2017,New Delhi,38,Female,No,5,0,54335.5
Bachelors,2015,Pune,39,Female,No,5,1,51926.46
Bachelors,2012,Pune,32,Female,No,5,1,70878.44
Bachelors,2015,Bangalore,39,Male,No,2,0,72927.18
Bachelors,2015,Bangalore,39,Male,No,2,1,92139.82
Masters,2017,Pune,37,Male,No,2,0,65819.72
Bachelors,2015,Bangalore,32,Female,No,5,0,76252.16
Bachelors,2017,New Delhi,38,Male,No,0,0,43236.75
Bachelors,2012,Pune,36,Female,No,5,1,47053.66
Masters,2016,Bangalore,37,Male,No,2,1,31470.48
Bachelors,2017,Pune,32,Male,No,4,0,85777.59
Masters,2017,New Delhi,37,Male,No,2,0,94474.72
Bachelors,2016,New Delhi,33,Male,No,2,0,78576.48
Bachelors,2016,Bangalore,39,Male,No,4,0,77278.83
Bachelors,2012,Bangalore,35,Male,No,1,1,91069.4
Masters,2015,Pune,39,Male,No,5,0,87243.73
Bachelors,2015,Bangalore,34,Male,No,0,0,66426.2
Masters,2017,New Delhi,33,Male,No,4,0,37340.72
Bachelors,2012,Bangalore,33,Male,No,1,0,71260.3
Bachelors,2015,New Delhi,31,Male,No,0,0,87473.89
PHD,2016,Pune,31,Female,No,4,0,59118.39
Bachelors,2015,Bangalore,37,Female,No,4,0,100866.74
Bachelors,2012,Bangalore,33,Male,No,0,0,87594.22
Bachelors,2017,Pune,31,Male,No,0,0,79967.94
Bachelors,2017,Bangalore,41,Female,No,2,0,112215.71
Masters,2017,Pune,39,Male,No,2,0,52016.58
Masters,2013,New Delhi,32,Male,No,2,0,94503.05
Bachelors,2016,Pune,37,Male,No,3,0,68908.63
Bachelors,2014,Bangalore,37,Male,No,1,0,94870.25
Bachelors,2017,Pune,34,Female,No,3,1,49779.2
Bachelors,2017,New Delhi,31,Male,No,2,0,43948.43
Bachelors,2014,Pune,34,Female,Yes,1,1,41626.85
Bachelors,2012,Bangalore,38,Female,No,5,0,73714.55
Bachelors,2013,Bangalore,37,Female,No,1,0,82584.67
Bachelors,2015,Pune,34,Female,No,3,1,33941.96
Bachelors,2015,Bangalore,33,Male,No,2,0,74928.25
Bachelors,2016,Bangalore,37,Male,No,4,0,74315.38
Bachelors,2016,Bangalore,41,Male,No,4,0,105654.78
Bachelors,2012,Bangalore,38,Female,No,1,0,33204.58
Bachelors,2016,Pune,40,Male,No,5,0,76621.14
Bachelors,2017,New Delhi,33,Female,No,1,1,105275.6
Bachelors,2016,New Delhi,33,Male,No,1,0,71678.39
Masters,2013,New Delhi,37,Male,Yes,2,0,113183.29
Bachelors,2017,New Delhi,36,Female,No,2,0,43343.65
Bachelors,2012,Bangalore,36,Female,No,5,0,87940.37
Bachelors,2015,Bangalore,41,Male,No,1,0,71678.25
Masters,2014,New Delhi,40,Male,No,5,0,73926.7
Bachelors,2016,Bangalore,36,Female,No,0,0,98892.92
Masters,2017,Bangalore,41,Male,Yes,2,1,44857.06
Bachelors,2015,Pune,33,Male,No,5,0,67835.69
Masters,2017,New Delhi,37,Female,No,2,0,34620.4
Bachelors,2017,New Delhi,33,Male,No,0,0,55471.51
Bachelors,2014,Bangalore,40,Female,No,4,0,84804.63
Masters,2018,New Delhi,36,Male,No,2,1,75456.22
Bachelors,2018,Bangalore,40,Male,Yes,3,1,62723.6
Masters,2018,Bangalore,40,Male,No,2,1,71726.43
Bachelors,2014,Bangalore,34,Male,No,3,0,87164.3
Bachelors,2012,Pune,39,Male,No,5,0,92594.91
Bachelors,2017,Pune,33,Male,No,1,1,39896.05
Bachelors,2016,Bangalore,37,Male,No,2,0,70348.57
Bachelors,2012,New Delhi,40,Male,No,3,0,73881.45
Bachelors,2018,Bangalore,38,Male,No,1,1,94583.3
Bachelors,2016,Bangalore,40,Male,Yes,1,0,88485.06
Bachelors,2014,New Delhi,38,Female,No,0,0,98711.27
Bachelors,2016,Bangalore,34,Male,Yes,1,0,90345.7
Masters,2016,New Delhi,37,Female,No,3,1,84032.86
Bachelors,2015,Bangalore,40,Male,No,5,0,92493.62
Bachelors,2015,New Delhi,40,Female,No,1,0,96517.91
Masters,2016,Bangalore,37,Male,No,2,1,65512.39
Bachelors,2016,Pune,37,Female,No,3,1,39661.82
Bachelors,2013,Pune,32,Male,No,1,0,82061.09
Masters,2017,New Delhi,35,Male,No,5,0,31139.77
Bachelors,2016,Bangalore,38,Male,No,3,0,22319.28
Bachelors,2017,Pune,34,Female,No,1,0,81362.28
Bachelors,2014,Bangalore,32,Male,No,2,1,64582.96
Bachelors,2013,Bangalore,37,Male,No,5,0,110454.37
Bachelors,2017,New Delhi,37,Male,No,4,0,47573.72
Bachelors,2014,Bangalore,35,Male,No,2,0,110512.89
Bachelors,2016,Bangalore,40,Male,No,0,0,76360.93
Bachelors,2012,Bangalore,40,Male,Yes,2,0,83909.93
Bachelors,2015,Bangalore,39,Female,No,3,1,82776.47
Masters,2013,New Delhi,41,Female,No,2,0,77600.53
Bachelors,2015,Bangalore,34,Female,No,4,0,80001.88
Bachelors,2012,New Delhi,34,Female,No,4,0,81763.97
Bachelors,2013,Pune,36,Male,No,2,1,49686.5
Masters,2016,New Delhi,39,Female,No,1,0,77234.89
Bachelors,2014,New Delhi,41,Male,No,5,0,80123.73
Bachelors,2015,Bangalore,40,Male,No,0,0,93494.83
Bachelors,2017,Bangalore,34,Female,No,5,0,91101.58
Bachelors,2013,Bangalore,31,Male,No,2,0,84821.28
Bachelors,2012,Pune,40,Male,No,3,0,92594.71
Bachelors,2013,Pune,32,Male,No,5,0,83277.51
Bachelors,2018,Pune,38,Male,No,3,1,81021.84
Bachelors,2016,Bangalore,40,Male,No,3,0,67969.64
PHD,2013,Bangalore,41,Male,No,4,0,56128.09
Bachelors,2014,Bangalore,36,Female,No,0,0,79438.08
Bachelors,2015,Pune,33,Female,Yes,3,1,51490.09
Bachelors,2016,New Delhi,37,Male,No,3,0,71092.13
Bachelors,2015,Pune,38,Male,No,4,0,63715.32
Bachelors,2017,Bangalore,32,Male,No,4,0,78059.55
Bachelors,2017,Pune,33,Male,No,1,0,85137.14
Bachelors,2015,Bangalore,38,Male,No,5,0,77433.98
Bachelors,2015,Pune,40,Female,No,5,1,94929.23
Bachelors,2014,Bangalore,35,Male,Yes,0,0,57151.81
Masters,2016,New Delhi,37,Female,No,5,0,73694.47
Bachelors,2016,Bangalore,37,Male,Yes,2,0,79108.19
Bachelors,2015,Bangalore,36,Male,No,2,0,66406.4
Bachelors,2017,Bangalore,33,Female,No,4,1,92802.38
Bachelors,2014,Pune,36,Female,No,3,1,43569.15
Bachelors,2016,Pune,32,Male,No,3,0,84990.3
Bachelors,2017,Bangalore,35,Female,No,1,1,63046.51
Bachelors,2014,Pune,34,Female,No,2,1,51280.43
Masters,2017,Pune,40,Male,No,5,0,65138.11
Bachelors,2016,Bangalore,37,Female,No,4,0,85563.08
Bachelors,2015,Bangalore,36,Male,No,1,0,32868.46
Bachelors,2012,Pune,41,Female,No,1,0,102880.94
Bachelors,2016,Pune,36,Male,No,0,0,81097.76
Bachelors,2017,Bangalore,31,Female,No,2,0,82538.99
Bachelors,2017,Pune,31,Male,No,3,0,85965.99
Bachelors,2014,Pune,33,Male,No,2,0,91389.09
Bachelors,2017,Bangalore,35,Male,Yes,0,0,91332.38
PHD,2016,New Delhi,34,Male,No,1,0,76537.21
Bachelors,2014,Bangalore,39,Female,No,4,0,90820.9
Masters,2015,Bangalore,31,Male,No,1,1,109055.07
Bachelors,2015,Pune,32,Female,No,0,1,76474.4
Bachelors,2017,Bangalore,33,Male,No,0,1,100218.45
Bachelors,2014,Bangalore,34,Male,Yes,1,0,91724.87
Masters,2014,Pune,39,Male,No,2,0,70611.21
Bachelors,2017,New Delhi,41,Female,No,2,1,45825.79
Bachelors,2017,New Delhi,34,Male,No,2,0,52999.09
Bachelors,2013,Bangalore,36,Female,No,5,0,96244.93
Bachelors,2015,Pune,39,Female,No,5,1,52180.58
Bachelors,2012,Pune,37,Male,No,5,0,87255.41
Bachelors,2016,Bangalore,36,Male,No,4,0,62102.38
Bachelors,2014,New Delhi,38,Female,No,1,0,73423.27
Bachelors,2017,Bangalore,38,Female,No,3,0,77141.92
Masters,2016,New Delhi,37,Female,No,2,1,64069.03
Bachelors,2012,Bangalore,34,Male,No,2,0,72597.13
Bachelors,2015,Bangalore,31,Male,No,2,0,94330.17
Bachelors,2015,Pune,32,Female,No,2,1,54529.49
Masters,2018,New Delhi,35,Male,No,2,1,66305.53
Bachelors,2017,Bangalore,31,Male,Yes,2,0,60731.94
Bachelors,2015,Bangalore,32,Male,Yes,0,1,24405.35
Bachelors,2015,Bangalore,31,Female,No,5,0,93641.47
Bachelors,2018,Bangalore,37,Male,No,5,1,78114.53
PHD,2018,New Delhi,40,Male,No,3,1,90171.4
Bachelors,2015,Bangalore,41,Male,No,1,0,33063.36
Bachelors,2017,Pune,34,Male,No,5,0,93279.4
Bachelors,2014,Bangalore,36,Male,Yes,3,0,83515.33
Bachelors,2013,Pune,35,Male,No,1,0,57601.04
Masters,2017,New Delhi,38,Female,No,3,0,118502.49
Bachelors,2017,Bangalore,33,Male,No,1,0,75042.99
Bachelors,2014,Bangalore,38,Female,No,2,0,97778.54
Bachelors,2018,Bangalore,38,Male,No,1,1,74481.88
Bachelors,2017,Pune,40,Male,No,4,0,57185.29
Bachelors,2013,New Delhi,39,Male,No,5,0,75294.24
Bachelors,2014,New Delhi,33,Female,No,4,0,81976.19
Bachelors,2015,Pune,32,Female,No,3,1,63952.7
Bachelors,2013,Bangalore,39,Male,No,2,0,85705.46
Bachelors,2015,Bangalore,38,Female,No,4,0,66179.87
Bachelors,2013,Bangalore,38,Male,No,2,0,84645.98
Bachelors,2017,Bangalore,35,Male,No,0,0,69137.22
Bachelors,2017,Pune,31,Female,No,0,1,73902.44
Bachelors,2017,Bangalore,41,Male,No,5,0,92960.1
Bachelors,2013,New Delhi,38,Female,No,4,1,76167.2
Bachelors,2016,Bangalore,40,Male,Yes,1,0,60628.38
Bachelors,2018,Bangalore,36,Female,No,2,1,96263.16
PHD,2013,New Delhi,36,Male,No,3,1,57289.54
Bachelors,2014,Pune,41,Male,No,4,0,55274.97
Bachelors,2014,Bangalore,35,Male,Yes,1,0,82351.8
Bachelors,2017,Bangalore,38,Male,No,5,0,87074.44
Bachelors,2017,New Delhi,41,Female,No,0,0,55112.91
Bachelors,2012,Bangalore,34,Male,No,0,0,33173.52
Bachelors,2016,Bangalore,39,Female,No,3,1,60923.16
Bachelors,2014,Bangalore,37,Male,No,5,0,78918.16
Bachelors,2015,Pune,39,Female,Yes,0,1,66284.54
Bachelors,2013,Bangalore,31,Male,No,2,1,60877.49
Masters,2012,New Delhi,34,Female,No,3,0,62549.99
Bachelors,2015,Bangalore,39,Male,No,1,0,83954.74
Bachelors,2014,Pune,38,Female,No,3,1,50012.77
Bachelors,2012,Bangalore,34,Male,No,1,0,68464.43
Bachelors,2016,Bangalore,31,Female,No,2,0,93244.46
Bachelors,2016,Bangalore,39,Female,No,0,0,90934.01
Bachelors,2013,Bangalore,31,Female,No,1,0,61482.06
Bachelors,2012,Bangalore,36,Male,No,1,0,87384.33
Bachelors,2017,New Delhi,37,Male,No,0,0,87321.18
Bachelors,2015,Pune,38,Female,No,1,1,24791.71
PHD,2017,Pune,41,Male,No,2,0,82222.88
Bachelors,2018,Bangalore,32,Male,No,4,1,76063.37
Bachelors,2018,Pune,35,Male,No,0,1,51546.43
Bachelors,2017,Bangalore,35,Male,No,1,0,89911.5
Bachelors,2013,Bangalore,32,Male,No,1,0,103280.66
Bachelors,2015,Bangalore,31,Male,No,1,1,102968.9
Bachelors,2015,Bangalore,41,Male,No,4,0,81443.6
Bachelors,2012,Bangalore,33,Male,Yes,0,0,86395.0
Bachelors,2012,New Delhi,38,Female,No,1,1,39675.49
Masters,2012,Bangalore,39,Female,No,3,1,102775.22
Bachelors,2015,Bangalore,36,Female,No,2,0,32034.43
Masters,2017,Bangalore,31,Male,No,5,0,53045.19
Masters,2017,New Delhi,39,Female,No,2,1,56682.64
Masters,2017,New Delhi,41,Male,No,3,1,96113.72
PHD,2018,New Delhi,33,Female,No,0,1,77657.09
Bachelors,2015,Bangalore,38,Male,No,1,0,83839.0
Bachelors,2017,Pune,31,Male,No,0,0,49066.54
Bachelors,2014,Bangalore,34,Male,No,4,0,76732.63
Bachelors,2017,Bangalore,40,Male,No,2,0,61623.73
Bachelors,2012,Bangalore,36,Male,No,1,0,58871.45
Bachelors,2015,Bangalore,36,Female,No,2,0,72799.64
Bachelors,2017,New Delhi,41,Female,No,4,0,50732.83
Bachelors,2017,Bangalore,37,Male,No,3,0,57770.37
Bachelors,2017,New Delhi,33,Male,No,5,0,81843.13
Bachelors,2017,New Delhi,41,Female,No,4,0,93875.85
Bachelors,2017,Bangalore,37,Female,No,2,0,90858.76
Bachelors,2017,Pune,38,Male,Yes,5,0,70171.78
Bachelors,2015,Bangalore,34,Male,No,2,1,76569.78
Bachelors,2017,Pune,37,Female,No,0,0,77417.66
Bachelors,2014,Bangalore,34,Male,No,0,1,91147.69
Bachelors,2012,Pune,32,Male,No,1,0,96951.28
Masters,2012,New Delhi,35,Female,No,4,1,89845.53
Bachelors,2013,Pune,36,Male,No,3,0,87173.73
Bachelors,2015,Bangalore,34,Female,No,2,0,64149.66
Bachelors,2014,Bangalore,37,Female,No,3,0,88078.59
Bachelors,2016,Bangalore,40,Female,Yes,4,0,72076.69
Bachelors,2014,Pune,33,Male,No,4,0,85786.84
Bachelors,2016,Bangalore,39,Female,No,4,0,67338.46
Bachelors,2012,Bangalore,40,Male,No,4,0,66947.82
Bachelors,2013,Bangalore,34,Male,No,4,1,26161.75
Bachelors,2016,Pune,40,Male,No,5,0,78249.3
PHD,2013,Bangalore,32,Male,No,5,0,75920.39
Bachelors,2012,Bangalore,33,Male,No,1,0,88680.68
Bachelors,2017,New Delhi,31,Female,No,4,1,29137.2
Masters,2016,New Delhi,41,Female,No,4,0,55164.06
Bachelors,2016,Bangalore,34,Male,No,4,0,57362.82
Bachelors,2016,Bangalore,39,Male,No,7,0,74977.11
Bachelors,2014,Bangalore,35,Male,No,5,0,60348.27
Bachelors,2016,Pune,38,Female,No,7,0,81266.17
Bachelors,2016,Bangalore,33,Male,No,6,0,90825.24
Bachelors,2014,Pune,33,Male,No,6,0,96800.22
Bachelors,2012,Bangalore,35,Male,No,5,0,79270.56
PHD,2013,New Delhi,40,Male,No,5,0,98928.94
Bachelors,2012,Bangalore,40,Female,No,5,0,106169.29
Bachelors,2017,Bangalore,39,Male,No,5,0,60621.49
Bachelors,2017,Bangalore,33,Female,No,6,0,87571.65
Bachelors,2014,Bangalore,32,Female,No,5,0,72412.15
Masters,2014,Bangalore,40,Female,No,7,1,73154.49
Bachelors,2017,New Delhi,33,Male,No,6,0,53862.37
Masters,2016,New Delhi,31,Female,No,5,1,34324.69
Bachelors,2013,Bangalore,35,Female,No,5,0,73470.92
Bachelors,2014,Bangalore,39,Male,No,7,1,79282.85
Masters,2018,Bangalore,39,Female,No,6,1,76138.3
Masters,2017,Pune,38,Female,No,2,0,55764.06
Bachelors,2012,Bangalore,38,Male,No,7,1,64112.1
Masters,2017,New Delhi,40,Female,Yes,2,0,39105.2
